index,x,y,z,xn,yn,zn,error
1085,17.003583,29.065555,1.235576,0.786211,0.610835,0.093559,25.575579
1086,17.611058,28.280890,1.357392,0.795326,0.597131,0.104360,33.250442
1087,18.192663,27.504323,1.416127,0.800191,0.587405,0.121034,30.171225
1088,18.843608,26.691470,1.388143,0.809546,0.575018,0.118278,17.380020
1089,19.400606,25.859739,1.370407,0.818407,0.560053,0.128649,15.200596
1090,19.951412,25.035296,1.322226,0.827303,0.544783,0.137041,15.010550
1091,20.477273,24.280137,1.263351,0.836287,0.529295,0.143078,21.650960
1092,21.062430,23.421005,1.122745,0.845040,0.513520,0.149014,13.041662
1093,21.640997,22.513214,0.919804,0.853987,0.497337,0.152848,26.691559
1094,22.055223,21.758204,0.796642,0.859026,0.490606,0.146220,12.890062
1095,22.566866,20.910796,0.586638,0.870792,0.470969,0.141101,23.517129
1096,23.045157,20.069795,0.379104,0.879535,0.453493,0.144091,19.046269
1097,23.503460,19.199839,0.147166,0.888219,0.435563,0.146123,17.309705
1098,23.919731,18.376621,-0.103249,0.894439,0.422190,0.147424,15.335401
1099,24.359036,17.526039,-0.385284,0.900341,0.411081,0.142825,31.474286
1100,24.779703,16.661148,-0.688725,0.920003,0.374944,0.114067,13.698727
1101,25.174183,15.802164,-1.040803,0.923307,0.367102,0.112878,17.000682
1102,25.545756,14.966113,-1.395066,0.925925,0.351747,0.137610,24.317570
1103,25.924264,14.094980,-1.788659,0.937809,0.319490,0.135797,28.639151
1104,26.192736,13.470841,-2.074611,0.945629,0.288724,0.149748,50.656733
1105,26.637164,12.329370,-2.646673,0.955631,0.249039,0.157319,40.020528
1106,26.864992,11.599015,-3.049732,0.958324,0.239245,0.156134,28.159265
1107,27.180937,10.777469,-3.395147,0.967795,0.200730,0.151924,40.281291
1108,27.335880,9.774266,-3.816228,-0.974566,-0.174215,-0.140964,43.921086
1109,25.668927,8.687126,-7.671650,0.993337,0.115240,-0.000741,37.270278
1110,27.856146,7.900714,-3.952166,-0.984921,-0.132591,-0.111132,30.778500
1111,28.149066,6.676812,-3.738607,0.994297,0.083133,0.066799,55.114844
1112,30.009187,5.940761,-4.923317,0.999797,0.009708,0.017664,39.406024
1113,28.391629,4.880584,-3.700510,-0.999850,-0.017150,-0.002303,42.939113
1114,28.167066,3.775247,-4.088913,-0.993210,0.026593,0.113251,84.466207
1115,28.466213,2.957161,-3.443344,0.989098,-0.058318,-0.135217,44.350388
1116,28.492684,2.028939,-3.199850,0.978573,-0.094979,-0.182686,45.574054
1117,28.433164,1.125691,-2.924622,-0.972487,0.128699,0.194181,36.543828
1118,28.398085,0.300272,-2.589763,-0.963427,0.163862,0.212033,44.942162
1119,28.382858,-0.654864,-2.205779,0.960175,-0.169467,-0.222138,23.669949
1120,28.356351,-1.563315,-1.739677,0.952690,-0.202161,-0.226966,22.094100
1121,28.273355,-2.414346,-1.354376,0.949728,-0.210457,-0.231787,27.318918
1122,28.176660,-3.331496,-0.948960,0.944756,-0.226906,-0.236536,22.960329
1123,28.094671,-4.236443,-0.427538,0.963237,-0.229791,-0.139180,16.691939
1124,27.921495,-5.102012,-0.135989,0.968793,-0.238601,-0.067153,26.200412
1125,27.679436,-6.036009,0.055702,0.966054,-0.258044,-0.012348,15.534716
1126,27.499831,-6.980350,0.457809,0.964118,-0.202274,0.171933,20.829356
1127,27.212889,-7.884022,0.831394,0.950804,-0.253517,0.178048,14.579193
1128,27.046330,-8.724807,1.464032,0.945065,-0.269741,0.184641,51.772087
1129,26.866379,-9.638999,1.896325,0.936940,-0.294718,0.187840,44.817829
1130,26.503538,-10.481830,1.825490,0.930575,-0.307595,0.198536,32.170992
1131,26.225797,-11.373731,2.274580,0.913440,-0.346520,0.213429,38.716873
1132,25.817555,-12.235594,2.515071,0.918588,-0.340643,0.200397,40.409070
1133,25.343903,-13.095818,2.728829,0.924945,-0.332977,0.183312,46.883294
1134,24.903522,-13.874618,2.915682,0.924945,-0.332977,0.183312,46.481606
